,title,publishedAt,channelName,duration,viewCount,likeCount,commentCount,comments
zKaVhjyvWcU,World of Warcraft рейд фарм,2025-08-20,Twister Play,906.0,2.0,0.0,0.0,[]
19MTyIZyfhM,"✨ Discovering Manaforge Omega – No Rush, Just Warcraft",2025-08-20,Hamza Munir,1009.0,4.0,0.0,0.0,[]
TOz7hHSR-bo,world of warcraft ascension #fyp #gaming #viral #worldofwarcraft #privateserver #subscribe #youtube,2025-08-20,darkLaUGHs,257.0,1.0,0.0,0.0,[]
Rri1LeBOqXU,world of warcraft ascension #fyp #gaming #viral #worldofwarcraft #privateserver #subscribe #youtube,2025-08-20,darkLaUGHs,430.0,2.0,0.0,0.0,[]
fWh-aAK9uUg,Ghosts Of Karesh - The Final Battle - World Of Warcraft,2025-08-20,Zachs Vlogs TV,637.0,44.0,0.0,0.0,[]
rQ17Mcw6T8M,[GXP] world of warcraft - manaforge - normal - loveanaga,2025-08-20,Kamyak Addagatla,337.0,0.0,0.0,0.0,[]
xIAbosWGlOU,Testing World of Warcraft Stream,2025-08-20,Qais Shishani,750.0,1.0,0.0,0.0,[]
g247_4H8mOU,"World of Warcraft - Продолжаем Хардкор, Трай 9, День 28!",2025-08-20,Mr.Secretive,386.0,1.0,0.0,0.0,[]
_E642Ckwg04,World of Warcraft Stream Test,2025-08-20,zuniversa,366.0,1.0,0.0,0.0,[]
WVHxxBNvEww,World of Warcraft Stream Test,2025-08-20,zuniversa,771.0,2.0,0.0,0.0,[]
2icHykdR2R8,World of Warcraft Stream Test,2025-08-20,zuniversa,644.0,4.0,0.0,0.0,[]
WYyjJHV2Ydo,"MomaxVII -  This is World of Warcraft Keys , Drops on.",2025-08-19,Momax VII,278.0,10.0,4.0,0.0,[]
xLmYY5mypC4,World of Warcraft | Last Boss Dimensius| Elemental Shaman PoV,2025-08-19,Ragnar,1109.0,182.0,1.0,0.0,[]
pmMmYqgsxZw,WoW Classic HardCore. S-evil.ru.,2025-08-19,Doka2Player,509.0,5.0,0.0,0.0,[]
-1TDlpJfhLA,LIVE - World Of Warcraft Classic 2025 First Time Player - NEW LEADER OF THE ALLIANCE PART 32 PART 2,2025-08-19,UltimateYumYum ,1140.0,21.0,2.0,0.0,[]
IAJhKe4S1Rc,Ghost of Karesh / Sezon 3 /uuryaan 684 Shadow - Disc priest,2025-08-19,uuryaan,300.0,11.0,0.0,0.0,[]
wOdnb3fDH-c,Chadzelaaaa Live Stream Just Chilling,2025-08-19,Chadzelaaaa,305.0,0.0,0.0,0.0,[]
VhINJJQwLek,Hunting Demons in World of Warcraft: The War WIthin,2025-08-19,Etheraeon,1083.0,0.0,0.0,0.0,[]
t2vgYw-Mm5k,🡲Heroic Forja de Maná Omega: El despertar de Dimensius🔴-🔴 #warcraft #thewarwithin #gaming,2025-08-18,Zaki Shen,991.0,82.0,3.0,0.0,[]
0hX_sjUTKXk,For Love Eternal,2025-08-18,MICROBUSERO,727.0,1.0,0.0,0.0,[]
eMrY5IIyOtg,World of Warcraft 直播,2025-08-18,BiYuan Liu,930.0,0.0,0.0,0.0,[]
lm_EITsnkns,Ein Fehler = Tod! WoW Classic Hardcore – Schaffe ich es zu Level 60? | 14,2025-08-18,TobiPixel,315.0,33.0,0.0,0.0,[]
rvBtcxvKEb4,WoW Türkiye Yayını  Legion Yeni Sezon Key Takılmaca,2025-08-18,Cem  Akyürek,643.0,19.0,0.0,0.0,[]
1CsF2HtnTUg,World of Warcraft Mists of Pandaria Classic  - Pt. 6 - BE Ret Paladin - Finally Hitting 90 Today?!??,2025-08-20,Robert Rambles,13568.0,1229.0,64.0,0.0,[]
fuWUDUHWBvo,Auction House Stuff &amp; Crafting - Patch 11.2 World of Warcraft,2025-08-20,ElonCS,12356.0,393.0,16.0,0.0,[]
hY0LfmDgWV0,Банкир играет World Of Warcraft на Черепахе Присоединяйся!,2025-08-20,MilD Компьютерная помощь в Смоленске,7910.0,34.0,2.0,0.0,[]
opgWTM0uhBg,Let&#39;s Play WORLD OF WARCRAFT!! Come Chill While I Play A Game!,2025-08-20,Chaosforyou728,11586.0,94.0,6.0,0.0,[]
-G9jd6IDGGM,World of Warcraft Creator Clash – LIVE at Gamescom 2025! Delves Showcase,2025-08-20,World of Warcraft,37371.0,184219.0,3859.0,43.0,"['They probably should have had people other than streamers participate in the housing showcase. It would have been nice to see people who actually enjoy that type of content create unique things.', ""I'm glad housing is being added now and not in vanilla era. Imagine how much grinding it would take for housing in vanilla."", 'Housing is cool an all, but a new class would have been much cooler than a spec and another allied race.. both the spec and race feel like they had to do it because housing alone is not a selling point for many.', 'useless waste of resources', 'Final Fantasy XIV online also has carpenter job to craft millions of different things for your house/guild house. Blizzard is going to sell housing items for real money.', ""This guy talks like he's in an unmoderated Discord server."", 'R.I.P WoW', 'Please..no more Taliesin and Evitel. He is a nasty individual and Blizzard should be ashamed to be associated with him.', 'The more grim and dark the expansions get, the more I miss The Mists of Pandaria.', 'This whole expansion is one big abomination', ""Blizzard has ruined wow retail, destroyed the lore, just play Turtle WoW it's better"", 'Only took them a decade....', 'Lets be honest, the housing is the most significant game feature since vanilla.', 'i don’t get it but it’s cool anyway 🍭💝', 'why this hit so deep tho 💞✨']"
GQ68ojfepuY,Hello busy day...Thai Girl Playing World Of Warcraft,2025-08-20,Tiny Thai Girl,12555.0,584.0,11.0,0.0,[]
gr9erFw65H8,Manaforge Omega Raid Time! | 11.2 Brewmaster Monk | World of Warcraft,2025-08-20,tentacole MMORPG,12029.0,2.0,0.0,0.0,[]
3XW_aXmR1TY,World of Warcraft: The Burning Crusade,2025-08-20,World of WarCraft: Classic,6898.0,0.0,0.0,0.0,[]
XPUEmRpDAUI,World of Warcraft 直播,2025-08-20,BiYuan Liu,6446.0,0.0,0.0,0.0,[]
dQRWFT-BdrY,Only Wanting Violence In World Of Warcraft,2025-08-20,KaneBravo,6829.0,1.0,0.0,0.0,[]
ZJOEK26KQBk,World of Warcraft,2025-08-20,Roak,11979.0,0.0,0.0,0.0,[]
6HSx82hftZU,Elérjük a 30-at? World of Warcraft Classic - 5. rész (Hardcore),2025-08-20,ProvenElites,18018.0,433.0,21.0,0.0,[]
vEJbIGvAH2U,"Conférence XBOX 💚 ROG Xbox Ally, Call of Duty Black Ops 7, World of Warcraft, Keeper 🔥 GAMESCOM 2025",2025-08-20,Julien Chièze,14096.0,52895.0,910.0,7.0,"['Toujours pas de state of decay 3.. ?', 'Une conférence de 4 heures? La flemme j’espère qu’on aura des résumés des annonces intéressantes', 'Merci pour la conf commentée.💪', 'rien de neuf et d\'incroyable. elle sert a quoi cette gamescom? que des ""annonces"" qui ont deja ete annoncées précedemment.', 'Maintenant a tous ....😂😂', ""achat complètement inutile pour moi je possède deja la Rog Ally Z1 Extreme qui fait deja tout a part la batterie pour l'autonomie mais on peut la changer ainsi que le disque SSD le seul problème c'est Windows 11 qu'il faut optimiser j'attend qu'ils le fassent mais je peux passer a un steam OS si je veux"", 'C’est reparti 🎉']"
q7YyPNxUY2s,"CONFÉRENCE XBOX : ROG Xbox Ally, Call of Duty Black Ops 7, World of Warcraft, Keeper 🔥 GAMESCOM 2025",2025-08-20,JVONE,14492.0,5888.0,277.0,3.0,"[""Salut les gars, ce serait possible d'avoir un chapitrage svp ? Merci d'avance 👍\n\nPs: Peut-être pas pour chaque jeu mais au moins pour les moments importants.""]"
vkRh-u9apcM,"World of Warcraft Classic: Leveling, Laughs, and Loot",2025-08-20,FriendlyFire:ON ,11317.0,264.0,7.0,2.0,['Sorry dinner was good then hanged out with parents']
nRpbYNb8nn0,¡EN VIVO! World of Warcraft 11.2 | Gamepad (Portrait),2025-08-20,Jqn,7646.0,248.0,2.0,0.0,[]
5wrkK9CSP7A,Raid Night - World of Warcraft,2025-08-20,Nelinquez,9432.0,0.0,0.0,0.0,[]
sDToQW_Z1oM,стрим | mw monk | outlaw rogue | World of Warcraft,2025-08-20,Towhee,17784.0,175.0,5.0,0.0,[]
6MdC6YKeXZM,World of Warcraft,2025-08-20,Toberlones,9357.0,113.0,2.0,2.0,['How many months or years do you have in this one? 😎😎😎🤘']
A0aix_wkp3w,World of Warcraft - VAULT DAY - Frost Mage Mythic + Keys and gear grind,2025-08-20,Seyella,10501.0,13.0,0.0,0.0,[]
o3TyrvOhRA4,World of Warcraft,2025-08-20,Whisperingportals,10520.0,61.0,2.0,0.0,[]
Q-V4HuGK2oU,World of Warcraft - The War Within Adventures - Live 161,2025-08-20,Strange Heroes,4066.0,20.0,0.0,0.0,[]
jUt3SFr0V7I,World of Warcraft: Wrath of the Lich King,2025-08-20,woodsleaf,6701.0,0.0,0.0,0.0,[]
r2R5xNxmiNc,Not Much Tonight...Thai Girl Playing World Of Warcraft,2025-08-20,Tiny Thai Girl,8798.0,224.0,5.0,0.0,[]
G2Ehlrcr-rY,LOOKS VERY MID.....NIGHT. GET IT? | World of Warcraft Midnight Cinematic Reveal Trailer Reaction,2025-08-20,The Salty Knight,1533.0,29.0,3.0,0.0,[]
La_U9gdlsto,World of Warcraft: The 4 Mile Journey #worldofwarcraftclassic #summertime #envtuber,2025-08-20,RazzTheVTuber,5056.0,29.0,2.0,0.0,[]
19b5gqXf1Mg,World of Warcraft Druid Leveling Up Gameplay #games #worldofwarcraft #live,2025-08-20,Dandor Gaming,14789.0,1231.0,3.0,0.0,[]
icLL3esEqew,¡EN VIVO! World of Warcraft 11.2 | Gamepad (Portrait),2025-08-20,Jqn,4245.0,578.0,3.0,0.0,[]
0XeDxuLKR1M,World of Warcraft - Mists of Pandaria Classic - Live #11,2025-08-20,Misa Lihvarcek,10323.0,17.0,0.0,0.0,[]
on_S0XH5ogs,PRAISE THE SUNWELL!【World of Warcraft Midnight Reveal】,2025-08-20,Zelryn Argenn,12921.0,19.0,1.0,0.0,[]
RxafMly9amo,World of Warcraft: Wrath of the Lich King Circle X1 ➤ Прохождение — Часть 24,2025-08-20,Evan Creates,32963.0,75.0,1.0,0.0,[]
KitIDsiHCQc,Презентация World of Warcraft: Midnight и Gamescom,2025-08-20,Kiraser ☮️,9721.0,932.0,53.0,2.0,"['Кирасер <3', '1:42:05 Начало Midnight.']"
QeUnkT95USU,Shorts World of Warcraft: Wrath of the Lich King Circle X1 ➤ Прохождение — Часть 24,2025-08-20,Akatsuki,32952.0,6607.0,20.0,0.0,[]
VYc82wvDeWs,Let&#39;s Play World of Warcraft focusing PVP Hunter + Delves! (Portrait),2025-08-20,JoseG,5615.0,69.0,2.0,0.0,[]
IPZM8fp1EO4,Let&#39;s Play World of Warcraft focusing PVP Hunter + Delves!,2025-08-20,JoseG,5638.0,9.0,0.0,0.0,[]
T4tV679uXdI,GAMESCOM World of Warcraft MIDNIGHT | LIVE #warcraft #trending #gamer #streamer,2025-08-20,Aurus Kingdom,10539.0,662.0,7.0,0.0,[]
A6WXf0qA9Zs,🔴World of Warcraft: Midnight DANAS NA GAMESCON🔴 World of Warcraft Classic na Thunderstrike,2025-08-20,Stefča,5454.0,84.0,2.0,0.0,[]
LtlQsCzk6WQ,"World of Warcraft - Weekly Reset, Dailies, Delves, and More.",2025-08-20,PeakGamerBod,6747.0,3.0,1.0,0.0,[]
VkO6VNZA4JU,"World of Warcraft - Weekly Reset, Dailies, Delves, and More!",2025-08-20,PeakGamerBod,6762.0,2.0,1.0,0.0,[]
AJrVIGRqb9s,World of Warcraft | Jornada em Azeroth   Episódio 101 #wow     #worldofwarcraftbrasil     #wowbrasil,2025-08-20,Damon Rubera,8628.0,93.0,3.0,0.0,[]
jVxH2xSGLOU,World of Warcraft | Jornada em Azeroth Episódio 101#worldofwarcraftbrasil    #worldofwarcraft   #wow,2025-08-20,Damon Rubera,8633.0,293.0,4.0,0.0,[]
tTUMSPfZkZs,Lets Play World of Warcraft Mist of Pandaria Classic Teil 14,2025-08-20,Redeye Gaming,7297.0,1.0,0.0,0.0,[]
VAdbkeo0Fl0,World of Warcraft 直播,2025-08-20,BiYuan Liu,8846.0,0.0,0.0,0.0,[]
DxefKxzvbi8,The Prophet Goes To War - Project Epoch - World Of Warcraft - WoW,2025-08-20,Rebel Squadron,22930.0,111.0,4.0,0.0,[]
vTfpBvLFniM,Паладин танк м+ ключи | TWW 11.2 World of Warcraft,2025-08-20,ВКлючи WoW,39843.0,531.0,6.0,0.0,[]
sb7loiKctSc,World of Warcraft Midnight in 2026!?! Playing Frost Death Knight in The War Within Pvp,2025-08-20,Knomzologist,15909.0,58.0,4.0,0.0,[]
S-r6qyBHg9s,World of Warcraft Midnight in 2026!?! Playing Frost Death Knight in The War Within Pvp,2025-08-20,Knomzologist,15910.0,7740.0,11.0,0.0,[]
4CSF2Mr_MH8,LIVE │ World of Warcraft │ Ep. 6,2025-08-20,EvolvedFinch,3127.0,24.0,3.0,0.0,[]
3e5ELmtXZsI,WORLD OF WARCRAFT CLASSIC LIVE PL - Anniversary Edition - Leonsja Sprawy Niedokończone 🔴 [NA ŻYWO],2025-08-20,MajkeLeon,21917.0,419.0,35.0,0.0,[]
